delta_sigma,grace_min,k_dn,k_h,k_up,n_v,t_fill_min,signal,n_events,fill_rate,n_filled,mean_ret_net,t_stat,bt_n_trades,bt_total_return,bt_sharpe,bt_max_drawdown,exit_types,trial_hash,daily_sr,n_days,skew,kurt
3.0,15,2.0,4.0,1.0,4,15,dip,6725,0.07940520446096654,534,-0.0005620587745775477,-1.9435543872730383,534,-0.2681096442254307,-0.7328065540990584,-0.2709641605785933,"{""tp"": 342, ""sl"": 189, ""time_maker"": 3}",7f5ff61478be,-0.03835684810463468,2512,-2.0425891804628145,63.820285297082535
3.0,15,2.0,4.0,1.0,4,15,breakout,7276,0.03724573941726223,271,-0.0013758533347766205,-2.351172077564659,271,-0.32006888710911385,-0.9255109958433057,-0.34272614634416754,"{""tp"": 156, ""sl"": 104, ""time_maker"": 9, ""time_taker"": 2}",e7b203a357f5,-0.0484434595844678,2512,-5.3546579708902975,100.24950193349511
3.0,15,2.0,4.0,1.0,4,60,dip,6725,0.22260223048327138,1497,-0.0006738678667067982,-3.8374493467948256,1480,-0.6427684688680779,-1.4516883804533856,-0.6434035568680779,"{""tp"": 931, ""sl"": 541, ""time_maker"": 21, ""time_taker"": 4}",755c3ff81b3f,-0.07598484264755456,2512,-1.896937250134954,26.42390086695526
3.0,15,2.0,4.0,1.0,4,60,breakout,7276,0.14719626168224298,1071,-0.0009915074051508332,-4.003054029009567,959,-0.6421285322805372,-1.5055495304272954,-0.6534216618915298,"{""tp"": 609, ""sl"": 364, ""time_maker"": 78, ""time_taker"": 20}",7d17b52a7151,-0.07880406408701093,2512,-4.925337116784748,75.45173706440421
3.0,15,2.0,4.0,2.0,1,15,dip,6725,0.07940520446096654,534,-0.0005082790147235127,-1.293816030429332,534,-0.2542717155263915,-0.4922303448628881,-0.28089322366851566,"{""sl"": 219, ""tp"": 197, ""time_maker"": 107, ""time_taker"": 11}",55c7d4952bfa,-0.025764513792606653,2512,-0.4201284597142685,58.84495101719604
3.0,15,2.0,4.0,2.0,1,15,breakout,7276,0.03724573941726223,271,-0.0005301064399110433,-0.7302575088706966,271,-0.15034585837546788,-0.28517331992957284,-0.21947175369629135,"{""sl"": 102, ""tp"": 81, ""time_maker"": 75, ""time_taker"": 13}",f85a9205db6e,-0.014926653773561099,2512,1.4791644084441948,109.90651232219761
3.0,15,2.0,4.0,2.0,1,60,dip,6725,0.22260223048327138,1497,-0.0006766440754325018,-3.124695246286275,1482,-0.6417186949606358,-1.120615768656051,-0.6431147149308034,"{""sl"": 578, ""time_maker"": 446, ""tp"": 438, ""time_taker"": 35}",cba833bbb3d9,-0.058655710134639764,2512,-1.4542161416392474,61.019914077098065
3.0,15,2.0,4.0,2.0,1,60,breakout,7276,0.14719626168224298,1071,-0.0008887141021221155,-3.119602143941423,959,-0.6503360100788191,-1.3528106457125693,-0.6725413126486937,"{""time_maker"": 458, ""sl"": 330, ""tp"": 210, ""time_taker"": 73}",42f1d85256f6,-0.07080934547006729,2512,-2.605177120255827,80.17995670740501
3.0,15,2.0,4.0,2.0,2,15,dip,6725,0.07940520446096654,534,-0.0005230783225462951,-1.3044975361463582,533,-0.25484950309769716,-0.48331800247582485,-0.2802421773082796,"{""sl"": 238, ""tp"": 225, ""time_maker"": 62, ""time_taker"": 9}",4101accc3d13,-0.025298020471436287,2512,-0.3914901829039082,55.467375553277435
3.0,15,2.0,4.0,2.0,2,15,breakout,7276,0.03724573941726223,271,-0.0006804260152115367,-0.906514479581526,271,-0.18537165536174294,-0.34666778406722937,-0.24758768849135926,"{""sl"": 116, ""tp"": 97, ""time_maker"": 47, ""time_taker"": 11}",d652165ddd42,-0.01814542113721264,2512,0.9472110622051769,98.88582749219403
3.0,15,2.0,4.0,2.0,2,60,dip,6725,0.22260223048327138,1497,-0.0006236811250427618,-2.707957150712369,1474,-0.6095033104258558,-0.9445661658232536,-0.6268603373601902,"{""sl"": 649, ""tp"": 557, ""time_maker"": 255, ""time_taker"": 36}",1796c08f321e,-0.04944085276612057,2512,-1.4662673243840514,53.79054642567232
3.0,15,2.0,4.0,2.0,2,60,breakout,7276,0.14719626168224298,1071,-0.0009012273940096915,-2.97249544013575,959,-0.6489846146296218,-1.3238973145440776,-0.673144186645726,"{""sl"": 378, ""time_maker"": 339, ""tp"": 273, ""time_taker"": 81}",4462a7c57828,-0.0692959525485311,2512,-2.5691462251363255,68.84370695552163
3.0,15,2.0,4.0,2.0,4,15,dip,6725,0.07940520446096654,534,-0.0004766323237380292,-1.1743833330013151,533,-0.23653692452222608,-0.4358931436951756,-0.2591457714941706,"{""tp"": 250, ""sl"": 247, ""time_maker"": 33, ""time_taker"": 4}",ff7532bc6360,-0.02281568991031085,2512,-0.4078720396765914,53.93422102082225
3.0,15,2.0,4.0,2.0,4,15,breakout,7276,0.03724573941726223,271,-0.0006150943587805,-0.7961843293246705,271,-0.1718339308507122,-0.30583311200464725,-0.23585459880649196,"{""sl"": 124, ""tp"": 114, ""time_maker"": 26, ""time_taker"": 7}",78b255270873,-0.016008036714344465,2512,0.8615084852307673,90.41692465528028
3.0,15,2.0,4.0,2.0,4,60,dip,6725,0.22260223048327138,1497,-0.0006023236667251653,-2.5156258961637854,1471,-0.5961950835225021,-0.8683732965430411,-0.626690012685365,"{""sl"": 707, ""tp"": 659, ""time_maker"": 110, ""time_taker"": 21}",a0382347288f,-0.04545273571491534,2512,-1.7660169002863157,53.541904299595814
3.0,15,2.0,4.0,2.0,4,60,breakout,7276,0.14719626168224298,1071,-0.0006920929094234496,-2.219176937870857,959,-0.5626648937269054,-0.9479731884760256,-0.5984185936076831,"{""sl"": 419, ""tp"": 371, ""time_maker"": 231, ""time_taker"": 50}",8757cbc5236c,-0.049619184482247336,2512,-2.108251109548368,68.84243097041164
3.0,15,4.0,2.0,0.5,1,15,dip,17573,0.06031980879758721,1060,-0.0010841236999132248,-5.559494407659494,1014,-0.6850192972161852,-1.9874122497760431,-0.6863151743161852,"{""tp"": 778, ""sl"": 167, ""time_maker"": 109, ""time_taker"": 6}",02fd20779a98,-0.10402591155816181,2512,-5.5518263640434435,58.044834560445565
3.0,15,4.0,2.0,0.5,1,15,breakout,18589,0.02436925063209425,453,-0.0012958347297636335,-3.6553812300753483,453,-0.45142518211704963,-1.3211403411475793,-0.4612023276868613,"{""tp"": 315, ""time_maker"": 61, ""sl"": 59, ""time_taker"": 18}",7f0e4b9e3b3d,-0.0691516459655639,2512,-7.838211329376973,100.68180658863147
3.0,15,4.0,2.0,0.5,1,60,dip,17573,0.1871052182325158,3288,-0.0009306483568659561,-8.466796490691134,2787,-0.9338092692993459,-2.833445643046308,-0.9338679572993459,"{""tp"": 2319, ""time_maker"": 517, ""sl"": 405, ""time_taker"": 47}",39144b6c81f1,-0.1483093232929449,2512,-5.535933582407377,83.18561198962969
3.0,15,4.0,2.0,0.5,1,60,breakout,18589,0.126687826133735,2355,-0.001019950997332755,-8.150200426097502,1833,-0.8719157656195103,-2.6457491054460123,-0.8723024253717024,"{""tp"": 1493, ""time_maker"": 523, ""sl"": 227, ""time_taker"": 112}",91884f94c61d,-0.13848483749621007,2512,-4.801370409071009,45.38578775750294
3.0,15,4.0,2.0,0.5,2,15,dip,17573,0.06031980879758721,1060,-0.0011649497694306227,-5.74642108916007,1013,-0.7067129187284885,-2.0429713028804257,-0.7079192100284887,"{""tp"": 813, ""sl"": 193, ""time_maker"": 47, ""time_taker"": 7}",0b7cb97efda9,-0.1069340053092912,2512,-5.287833090556436,52.13868698710282
3.0,15,4.0,2.0,0.5,2,15,breakout,18589,0.02436925063209425,453,-0.0011786584453465797,-3.367651211471597,453,-0.4212917227642726,-1.2199735543506187,-0.43419089035065317,"{""tp"": 335, ""sl"": 70, ""time_maker"": 34, ""time_taker"": 14}",70b4013daf44,-0.06385633432745262,2512,-7.381782945803882,94.07442492785773
3.0,15,4.0,2.0,0.5,2,60,dip,17573,0.1871052182325158,3288,-0.0009324971007513076,-8.142345012230985,2778,-0.9338346912396642,-2.7737698036815845,-0.9338933792396642,"{""tp"": 2505, ""sl"": 473, ""time_maker"": 275, ""time_taker"": 35}",705a64649da3,-0.1451857471005302,2512,-4.973059635234911,71.64982332770201
3.0,15,4.0,2.0,0.5,2,60,breakout,18589,0.126687826133735,2355,-0.0010137520425972729,-7.625144872408767,1833,-0.8701254105305518,-2.501035457907306,-0.8704002477481381,"{""tp"": 1663, ""time_maker"": 330, ""sl"": 278, ""time_taker"": 84}",4efcd670eaf7,-0.13091017899150537,2512,-4.506861053233434,40.19133185800238
3.0,15,4.0,2.0,0.5,4,15,dip,17573,0.06031980879758721,1060,-0.0011414936861303083,-5.594966135320772,1012,-0.6999329574885012,-1.9938215185115091,-0.701166999588501,"{""tp"": 829, ""sl"": 199, ""time_maker"": 29, ""time_taker"": 3}",68dc2b9ccd28,-0.10436138801640706,2512,-5.254249236927767,51.31661392759441
3.0,15,4.0,2.0,0.5,4,15,breakout,18589,0.02436925063209425,453,-0.0010561575460046324,-2.9563583815622674,453,-0.3885602430754327,-1.1002508639376989,-0.4035605002053435,"{""tp"": 352, ""sl"": 70, ""time_maker"": 24, ""time_taker"": 7}",54e2d328884a,-0.05758976230355419,2512,-7.228807838471694,92.01734136210246
3.0,15,4.0,2.0,0.5,4,60,dip,17573,0.1871052182325158,3288,-0.0009081776165074107,-7.7133873151181165,2772,-0.9310280559109763,-2.7311675837002487,-0.9310893639109762,"{""tp"": 2612, ""sl"": 522, ""time_maker"": 134, ""time_taker"": 20}",7b391fcf3539,-0.142955844991162,2512,-3.478517703072836,31.734237576380643
3.0,15,4.0,2.0,0.5,4,60,breakout,18589,0.126687826133735,2355,-0.0009364206535823794,-6.736052054608659,1832,-0.8495277737649507,-2.2433350173250095,-0.8498145751427607,"{""tp"": 1786, ""sl"": 318, ""time_maker"": 192, ""time_taker"": 59}",55838b3977ef,-0.11742152144522415,2512,-4.404827161164451,37.8614273235595
3.0,15,4.0,2.0,1.0,1,15,dip,17573,0.06031980879758721,1060,-0.0008354611346450238,-3.509933066777854,996,-0.6119205098947138,-1.357292174376704,-0.6684060340942395,"{""tp"": 637, ""time_maker"": 206, ""sl"": 203, ""time_taker"": 14}",dcdc5d92cf36,-0.07104391940132547,2512,-2.207752898869256,40.702746943973516
3.0,15,4.0,2.0,1.0,1,15,breakout,18589,0.02436925063209425,453,-0.0010114080307157636,-2.2537023479043206,453,-0.3807898253077904,-0.827513849280256,-0.4004726394146645,"{""tp"": 250, ""time_maker"": 113, ""sl"": 65, ""time_taker"": 25}",9ff1f05cc8ce,-0.043314054498799846,2512,-5.2416419814985185,83.74893288546792
3.0,15,4.0,2.0,1.0,1,60,dip,17573,0.1871052182325158,3288,-0.0007411379676765172,-5.562864669033992,2702,-0.894700300491551,-2.0316928295025516,-0.8950126420915511,"{""tp"": 1789, ""time_maker"": 928, ""sl"": 486, ""time_taker"": 85}",37b5664ed848,-0.1063436630316636,2512,-2.7928126510389,57.04240213119417
3.0,15,4.0,2.0,1.0,1,60,breakout,18589,0.126687826133735,2355,-0.0009035131064332567,-5.908770106098678,1833,-0.8556218259031674,-2.083882663844658,-0.8564697059326121,"{""tp"": 1068, ""time_maker"": 876, ""sl"": 255, ""time_taker"": 156}",337d4c7656bf,-0.10907540381273147,2512,-3.4479937544846773,35.01166934340136
3.0,15,4.0,2.0,1.0,2,15,dip,17573,0.06031980879758721,1060,-0.0008175494906355039,-3.310967087605552,995,-0.6035661017429363,-1.276356355250413,-0.6403205433292765,"{""tp"": 695, ""sl"": 237, ""time_maker"": 115, ""time_taker"": 13}",68cade8da5e6,-0.06680754500881195,2512,-2.1051558765429164,36.11215555846266
3.0,15,4.0,2.0,1.0,2,15,breakout,18589,0.02436925063209425,453,-0.0009479700236629888,-2.060241360348713,453,-0.3633875503239762,-0.761363073441986,-0.3891926145311826,"{""tp"": 280, ""sl"": 81, ""time_maker"": 69, ""time_taker"": 23}",cdf904b77a0a,-0.03985156464163453,2512,-4.937915711078547,79.0978930344346
3.0,15,4.0,2.0,1.0,2,60,dip,17573,0.1871052182325158,3288,-0.0006093925080552763,-4.33184676228749,2689,-0.8454940911859112,-1.5841837476878613,-0.8633726812840433,"{""tp"": 2097, ""sl"": 592, ""time_maker"": 540, ""time_taker"": 59}",be08435d9ada,-0.08291996713184457,2512,-2.4540219243966,46.59397199995767
3.0,15,4.0,2.0,1.0,2,60,breakout,18589,0.126687826133735,2355,-0.0008961443596284412,-5.346117090123352,1833,-0.8570612401362462,-1.9067324259312823,-0.8587204362474046,"{""tp"": 1289, ""time_maker"": 614, ""sl"": 324, ""time_taker"": 128}",02dd9d45b865,-0.0998029365710906,2512,-3.569453464282648,35.2779873989675
3.0,15,4.0,2.0,1.0,4,15,dip,17573,0.06031980879758721,1060,-0.0007647514108493323,-3.0578663940695967,994,-0.5818390920344894,-1.1860513660492784,-0.6217315801157752,"{""tp"": 736, ""sl"": 253, ""time_maker"": 65, ""time_taker"": 6}",dce8fa69982e,-0.06208076584109948,2512,-2.1009534723150805,34.89001053497181
3.0,15,4.0,2.0,1.0,4,15,breakout,18589,0.02436925063209425,453,-0.0008904342845243883,-1.8407469419813298,453,-0.3480990355303688,-0.6993488874991703,-0.37559614572829747,"{""tp"": 301, ""sl"": 88, ""time_maker"": 51, ""time_taker"": 13}",0ef36fa1548a,-0.036605593795391786,2512,-4.809721970666226,72.8686508101463
3.0,15,4.0,2.0,1.0,4,60,dip,17573,0.1871052182325158,3288,-0.0004993911067336563,-3.4407060109381016,2677,-0.7871451861653966,-1.2810154778127494,-0.8399417199642587,"{""tp"": 2295, ""sl"": 672, ""time_maker"": 283, ""time_taker"": 38}",0bef7c6d10c3,-0.06705141462955262,2512,-1.2349882441244853,21.773760555841864
3.0,15,4.0,2.0,1.0,4,60,breakout,18589,0.126687826133735,2355,-0.0007477604596863801,-4.165565295795299,1832,-0.7984971489641326,-1.431202374720026,-0.8013902850284631,"{""tp"": 1504, ""sl"": 396, ""time_maker"": 368, ""time_taker"": 87}",3c4c39afba57,-0.0749125560996385,2512,-3.7197900030137347,42.57608425364279
3.0,15,4.0,2.0,2.0,1,15,dip,17573,0.06031980879758721,1060,-0.0005680794452687353,-1.772358897470388,977,-0.5192459080319654,-0.7984028110537862,-0.6906613664634158,"{""time_maker"": 415, ""tp"": 382, ""sl"": 231, ""time_taker"": 32}",f5adfd872edd,-0.0417903131168826,2512,0.04878880455955666,63.83669927660798
3.0,15,4.0,2.0,2.0,1,15,breakout,18589,0.02436925063209425,453,-0.0002443631140333477,-0.42888147640968793,453,-0.13414120453972456,-0.15231032684655638,-0.22259508161887642,"{""time_maker"": 183, ""tp"": 157, ""sl"": 73, ""time_taker"": 40}",2c3a71ece0f4,-0.007972286872902207,2512,1.0000697112539472,71.28381745784714
3.0,15,4.0,2.0,2.0,1,60,dip,17573,0.1871052182325158,3288,-0.0004916617142028757,-2.9404730484644612,2636,-0.8122051454313154,-1.135719926809799,-0.8817088422540983,"{""time_maker"": 1656, ""tp"": 938, ""sl"": 537, ""time_taker"": 157}",3900b28961dd,-0.059446297905465545,2512,-1.1444359837532105,49.36882795681656
3.0,15,4.0,2.0,2.0,1,60,breakout,18589,0.126687826133735,2355,-0.0007266473017086329,-3.896061614674005,1833,-0.8139154152795209,-1.5116391683740684,-0.8298182746634091,"{""time_maker"": 1328, ""tp"": 501, ""sl"": 284, ""time_taker"": 242}",348748b7654d,-0.07912281030513635,2512,-1.1263409002967726,39.686092605545916
3.0,15,4.0,2.0,2.0,2,15,dip,17573,0.06031980879758721,1060,-0.0007146635434561484,-2.090829015362827,973,-0.5721041875576759,-0.8926808481660161,-0.6908845546060165,"{""tp"": 466, ""sl"": 288, ""time_maker"": 272, ""time_taker"": 34}",4ff91dfa8e71,-0.046725051116821514,2512,-0.0978150247231331,55.2505344448986
3.0,15,4.0,2.0,2.0,2,15,breakout,18589,0.02436925063209425,453,-0.0003007709400665641,-0.5042539111217048,453,-0.15868803371656215,-0.18107881778267274,-0.3412311225165171,"{""tp"": 184, ""time_maker"": 133, ""sl"": 97, ""time_taker"": 39}",e3a72fb4b5dc,-0.009478098510180511,2512,0.8134241127621092,63.32556806590404
3.0,15,4.0,2.0,2.0,2,60,dip,17573,0.1871052182325158,3288,-0.00036226636749559307,-1.9843445427782445,2609,-0.743169172003785,-0.8307853156568852,-0.8471304752864173,"{""tp"": 1298, ""time_maker"": 1151, ""sl"": 693, ""time_taker"": 146}",cc5a50f7d239,-0.043485290875147575,2512,-0.8000228361120347,36.13453324856019
3.0,15,4.0,2.0,2.0,2,60,breakout,18589,0.126687826133735,2355,-0.0006495104299281106,-3.145083889545597,1831,-0.7999053784365768,-1.301674183192714,-0.8634596300854156,"{""time_maker"": 1100, ""tp"": 687, ""sl"": 373, ""time_taker"": 195}",1e0616d12b41,-0.06813274069011428,2512,-0.8163753768313458,35.50439019556824
3.0,15,4.0,2.0,2.0,4,15,dip,17573,0.06031980879758721,1060,-0.0007158798557192206,-2.0271714072502847,970,-0.5842752001350315,-0.9063129371521301,-0.7039438831297331,"{""tp"": 533, ""sl"": 322, ""time_maker"": 180, ""time_taker"": 25}",2af38688dac2,-0.04743858726584258,2512,-0.02945849313956505,50.1262862413768
3.0,15,4.0,2.0,2.0,4,15,breakout,18589,0.02436925063209425,453,-0.0001402213660934079,-0.22132024712902143,452,-0.09330648605506786,-0.07266454148578631,-0.30651005398985687,"{""tp"": 225, ""sl"": 112, ""time_maker"": 94, ""time_taker"": 22}",47ba4b5f74e0,-0.003803435933770959,2512,0.8443790351599573,58.180833185621964
3.0,15,4.0,2.0,2.0,4,60,dip,17573,0.1871052182325158,3288,-0.0002082691924525821,-1.0736208617740457,2587,-0.5989015876224675,-0.48842216079334105,-0.8441230174105115,"{""tp"": 1636, ""sl"": 837, ""time_maker"": 709, ""time_taker"": 106}",cde76e657922,-0.025565184328243867,2512,-0.2658611141141218,24.89520784072837
3.0,15,4.0,2.0,2.0,4,60,breakout,18589,0.126687826133735,2355,-0.000387573142582956,-1.7159505609015955,1823,-0.6293894204725768,-0.6574160030091967,-0.7847146833252188,"{""tp"": 949, ""time_maker"": 758, ""sl"": 471, ""time_taker"": 177}",c8ae0176b10f,-0.03441072630686535,2512,-0.5017089961400143,39.85323369259768
3.0,15,4.0,4.0,0.5,1,15,dip,6725,0.07940520446096654,534,-0.0008416472015923106,-2.938190880956313,527,-0.3782518038973154,-1.137343660857514,-0.3790010923973154,"{""tp"": 418, ""sl"": 72, ""time_maker"": 44}",ce9afe3ff938,-0.05953128802991537,2512,-6.8776726278260405,74.50611579130133
3.0,15,4.0,4.0,0.5,1,15,breakout,7276,0.03724573941726223,271,-0.0012670307715646166,-2.6508928318075884,271,-0.29678245561566785,-1.007608392119714,-0.3074069906313115,"{""tp"": 188, ""time_maker"": 39, ""sl"": 34, ""time_taker"": 10}",45656fd88ace,-0.05274063370381189,2512,-10.27739370435113,172.87789336545228
3.0,15,4.0,4.0,0.5,1,60,dip,6725,0.22260223048327138,1497,-0.0009003264285615569,-5.617130330681113,1456,-0.7268782787249772,-2.0761655151970553,-0.7271208907249771,"{""tp"": 1095, ""time_maker"": 198, ""sl"": 186, ""time_taker"": 18}",ff0376468a48,-0.10867146979109747,2512,-4.16540626742,31.6101610827966
3.0,15,4.0,4.0,0.5,1,60,breakout,7276,0.14719626168224298,1071,-0.0010374980502415288,-4.95758843100026,959,-0.6424202716791421,-1.728154995056555,-0.6458408156989117,"{""tp"": 676, ""time_maker"": 236, ""sl"": 109, ""time_taker"": 50}",51394cad01fe,-0.09045576663563734,2512,-7.733067618933112,127.42397370161065
3.0,15,4.0,4.0,0.5,2,15,dip,6725,0.07940520446096654,534,-0.0008495113424051161,-2.904404611434356,524,-0.365880671157945,-1.079662879389722,-0.368590059135938,"{""tp"": 435, ""sl"": 81, ""time_maker"": 16, ""time_taker"": 2}",6037ac833420,-0.05651213794052132,2512,-6.715721279901232,71.53144320905585
3.0,15,4.0,4.0,0.5,2,15,breakout,7276,0.03724573941726223,271,-0.0010766852680708606,-2.3522845979486133,271,-0.25897327261272407,-0.8963581981140536,-0.27047247034730315,"{""tp"": 199, ""sl"": 40, ""time_maker"": 21, ""time_taker"": 11}",119dae86cddb,-0.04691753241027539,2512,-9.635099584774245,166.0175527429623
3.0,15,4.0,4.0,0.5,2,60,dip,6725,0.22260223048327138,1497,-0.0008832199950149301,-5.246072966544774,1445,-0.7048525267493819,-1.8820645460709275,-0.705115050749382,"{""tp"": 1164, ""sl"": 216, ""time_maker"": 104, ""time_taker"": 13}",12e2d66e101d,-0.09851176072724149,2512,-3.9533755594819033,28.550140863763453
3.0,15,4.0,4.0,0.5,2,60,breakout,7276,0.14719626168224298,1071,-0.0009210358463160861,-4.257052550575451,959,-0.5959242756404772,-1.478458977178872,-0.5998262135602164,"{""tp"": 765, ""time_maker"": 134, ""sl"": 130, ""time_taker"": 42}",73266038afcb,-0.07738607972236805,2512,-7.321561119783318,116.5713783560349
3.0,15,4.0,4.0,0.5,4,15,dip,6725,0.07940520446096654,534,-0.0008741643924686601,-2.9431590711814914,524,-0.37442405027582715,-1.0951444330403137,-0.375662556925228,"{""tp"": 441, ""sl"": 85, ""time_maker"": 7, ""time_taker"": 1}",cf51a9b0ff05,-0.05732247949447967,2512,-6.609672112501853,68.55438211124185
3.0,15,4.0,4.0,0.5,4,15,breakout,7276,0.03724573941726223,271,-0.001014505880186871,-2.1346813249226897,271,-0.24683527890753487,-0.820241287376634,-0.25963408430010404,"{""tp"": 209, ""sl"": 41, ""time_maker"": 17, ""time_taker"": 4}",032afc7370fb,-0.042933391210912455,2512,-9.411120722715397,153.47968299334636
3.0,15,4.0,4.0,0.5,4,60,dip,6725,0.22260223048327138,1497,-0.0008500247787627806,-4.972951148252547,1445,-0.68911682922094,-1.7548494622907702,-0.68939350122094,"{""tp"": 1200, ""sl"": 233, ""time_maker"": 55, ""time_taker"": 9}",b78a99132327,-0.09185301891075623,2512,-3.736807757608017,27.331422124998365
3.0,15,4.0,4.0,0.5,4,60,breakout,7276,0.14719626168224298,1071,-0.0009095634941244397,-4.065168311328639,959,-0.6018623443764675,-1.428984069239786,-0.6036618449346239,"{""tp"": 816, ""sl"": 144, ""time_maker"": 84, ""time_taker"": 27}",d8466f98365c,-0.07479644468404144,2512,-7.139806866523759,104.35637106775259
3.0,15,4.0,4.0,1.0,1,15,dip,6725,0.07940520446096654,534,-0.00043474905420521595,-1.2426212544164081,527,-0.19567295633112458,-0.41367701649619504,-0.22622660432905128,"{""tp"": 354, ""sl"": 89, ""time_maker"": 88, ""time_taker"": 3}",b1373dc097f0,-0.021652844665985497,2512,-2.7718057443870183,50.848219755353846
