delta_sigma,grace_min,k_dn,k_h,k_up,n_v,t_fill_min,signal,n_events,fill_rate,n_filled,mean_ret_net,t_stat,bt_n_trades,bt_total_return,bt_sharpe,bt_max_drawdown,exit_types,trial_hash,daily_sr,n_days,skew,kurt
1.5,15,8.0,2.0,2.0,1,60,dip,17573,0.4036874751038525,7094,-0.0006067903470413165,-5.752249073108429,5893,-0.9775292619395972,-1.8580874278962272,-0.9907781360705915,"{""time_maker"": 4865, ""tp"": 1337, ""time_taker"": 685, ""sl"": 207}",8bbc0b59a2cf,-0.09725674100250041,2512,-1.6451309181386806,56.4388355579549
1.5,15,8.0,2.0,2.0,1,60,breakout,18589,0.38189251707999355,7099,-0.0006908963742915079,-7.841359865945077,5876,-0.9824719089878032,-2.51853212602454,-0.9888241034865948,"{""time_maker"": 5244, ""time_taker"": 1076, ""tp"": 695, ""sl"": 84}",db15b1db86b0,-0.13182599645732354,2512,-0.9953237976998861,25.62475675997178
1.5,15,8.0,2.0,2.0,2,15,dip,17573,0.1962100950321516,3448,9.281752495158143e-05,0.5181567032705588,3026,-0.332594348593116,-0.153789203917167,-0.7847839267748432,"{""time_maker"": 1738, ""tp"": 1265, ""time_taker"": 267, ""sl"": 178}",63dd43f63e76,-0.008049694836634981,2512,-1.8024704548868282,33.341630746160355
1.5,15,8.0,2.0,2.0,2,15,breakout,18589,0.122814567755124,2283,-0.0007361057145308375,-3.4901297389391384,2282,-0.8332843922839732,-1.2904155244761968,-0.8758577710571488,"{""time_maker"": 1383, ""tp"": 541, ""time_taker"": 307, ""sl"": 52}",43ff5c77f87a,-0.06754343555926388,2512,-2.2209204388485104,44.09327768098975
1.5,15,8.0,2.0,2.0,2,60,dip,17573,0.4036874751038525,7094,-0.00025641019014367716,-2.1841409351524335,5650,-0.9013399935584963,-1.0045605259229302,-0.9725575057622217,"{""time_maker"": 3998, ""tp"": 2130, ""time_taker"": 671, ""sl"": 295}",1b64f56fe16f,-0.05258110109578682,2513,-1.4876959896139261,37.47645399664026
1.5,15,8.0,2.0,2.0,2,60,breakout,18589,0.38189251707999355,7099,-0.0006727287733473745,-6.586277638618182,5865,-0.9828089218522554,-2.29377580356464,-0.990730105330676,"{""time_maker"": 4682, ""tp"": 1250, ""time_taker"": 1031, ""sl"": 136}",cdfaa02c6c35,-0.12006171286443233,2512,-0.8583525011592227,18.45120417369965
1.5,15,8.0,2.0,2.0,4,15,dip,17573,0.1962100950321516,3448,0.0002596386888129189,1.2885447684126903,2946,0.4957969272804936,0.35584169336740656,-0.6996979979988963,"{""tp"": 1669, ""time_maker"": 1312, ""sl"": 248, ""time_taker"": 219}",bee87d1ed647,0.0186256054963512,2512,1.1811420107487323,35.997948657119984
1.5,15,8.0,2.0,2.0,4,15,breakout,18589,0.122814567755124,2283,-0.0008562298713264803,-3.5116736005333644,2271,-0.8803579631186165,-1.353316496473322,-0.9021346497486669,"{""time_maker"": 1133, ""tp"": 804, ""time_taker"": 267, ""sl"": 79}",27c67c7f2846,-0.07083582290901114,2512,-3.212775115271355,50.57990665040058
1.5,15,8.0,2.0,2.0,4,60,dip,17573,0.4036874751038525,7094,6.601840659738353e-06,0.04946322042277663,5398,-0.6253033790180895,-0.26379681916987374,-0.9521689197619235,"{""tp"": 3068, ""time_maker"": 3036, ""time_taker"": 554, ""sl"": 436}",734f2b95bbd9,-0.01380775658567166,2513,0.17313392661054108,46.62715174509354
1.5,15,8.0,2.0,2.0,4,60,breakout,18589,0.38189251707999355,7099,-0.0007264882784112133,-6.063276481353837,5794,-0.988484609450816,-2.1098132109203678,-0.9936334730305494,"{""time_maker"": 3889, ""tp"": 2090, ""time_taker"": 910, ""sl"": 210}",790de912de1b,-0.11043267067925928,2512,-1.4015091450845356,24.821508931654275
1.5,15,8.0,4.0,0.5,1,15,dip,6725,0.24535315985130113,1650,-0.0005578064937035482,-3.2607757203464867,1631,-0.6273791845942063,-1.3240184634891619,-0.6326558643857956,"{""tp"": 1219, ""time_maker"": 352, ""sl"": 47, ""time_taker"": 32}",c9c6650ae80c,-0.06930229377413648,2512,-6.578520530322137,71.85936586559292
1.5,15,8.0,4.0,0.5,1,15,breakout,7276,0.15173172072567345,1104,-0.0007386629942464555,-3.775316003075356,1104,-0.5680614275245135,-1.4121350825851668,-0.576306086938795,"{""tp"": 686, ""time_maker"": 327, ""time_taker"": 76, ""sl"": 15}",e8ecb8362693,-0.07391452841539835,2512,-7.641282312685035,112.91096344624633
1.5,15,8.0,4.0,0.5,1,60,dip,6725,0.4490706319702602,3020,-0.0006975010493469042,-5.873604833553705,2944,-0.8692164237548439,-2.1623700147439586,-0.869555660154844,"{""tp"": 2108, ""time_maker"": 738, ""time_taker"": 96, ""sl"": 78}",136568a43981,-0.1131836195208741,2512,-4.19874259358817,36.207627210974124
1.5,15,8.0,4.0,0.5,1,60,breakout,7276,0.4125893347993403,3002,-0.0007697969072291292,-6.824314512751014,2783,-0.9063161849476091,-2.4945908535735133,-0.9064905931972612,"{""tp"": 1669, ""time_maker"": 1035, ""time_taker"": 260, ""sl"": 38}",41ac7a607e70,-0.1305728529835118,2512,-6.502678385035348,86.91355110136962
1.5,15,8.0,4.0,0.5,2,15,dip,6725,0.24535315985130113,1650,-0.0004864902808518468,-2.6684337931899953,1617,-0.5719251923234023,-1.0495225403465231,-0.5831334543743634,"{""tp"": 1330, ""time_maker"": 230, ""sl"": 64, ""time_taker"": 26}",09ca79fd0cca,-0.0549345204915023,2512,-6.253148187290072,63.84215076474464
1.5,15,8.0,4.0,0.5,2,15,breakout,7276,0.15173172072567345,1104,-0.0007002567324261222,-3.3151682594063487,1104,-0.5511100057940193,-1.2505353565134425,-0.5576924190967265,"{""tp"": 784, ""time_maker"": 230, ""time_taker"": 68, ""sl"": 22}",29ca4057bafb,-0.06545601216440175,2512,-7.470916912254168,105.25338157297837
1.5,15,8.0,4.0,0.5,2,60,dip,6725,0.4490706319702602,3020,-0.0005287406159879695,-4.289294947554016,2890,-0.7846868853348201,-1.5332142220388172,-0.7897951177007617,"{""tp"": 2336, ""time_maker"": 505, ""sl"": 104, ""time_taker"": 75}",22d6d0889678,-0.08025210022706607,2512,-4.026910147040797,34.28293571312992
1.5,15,8.0,4.0,0.5,2,60,breakout,7276,0.4125893347993403,3002,-0.0006771480884629659,-5.9070520128880695,2783,-0.8621776968496374,-2.1585819573676384,-0.8625630957392995,"{""tp"": 1994, ""time_maker"": 754, ""time_taker"": 203, ""sl"": 51}",712c832dc0f3,-0.11298534353578307,2512,-5.222823173389418,63.79534758986372
1.5,15,8.0,4.0,0.5,4,15,dip,6725,0.24535315985130113,1650,-0.0004388370960533572,-2.327923903438459,1614,-0.5374863567947081,-0.8866592163472138,-0.5656624515485167,"{""tp"": 1397, ""time_maker"": 145, ""sl"": 80, ""time_taker"": 28}",a76bbda73419,-0.04640986450212236,2512,-6.499811297090916,70.07056850200382
1.5,15,8.0,4.0,0.5,4,15,breakout,7276,0.15173172072567345,1104,-0.0008129338514067966,-3.4520591682288244,1104,-0.6063575154909597,-1.3178150407309075,-0.612957584238625,"{""tp"": 846, ""time_maker"": 166, ""time_taker"": 59, ""sl"": 33}",47150d9cf910,-0.06897759178677539,2512,-6.980340574491791,83.37162780489463
1.5,15,8.0,4.0,0.5,4,60,dip,6725,0.4490706319702602,3020,-0.0004913611176001157,-3.574218584867476,2853,-0.7670172370622835,-1.285808643817344,-0.7736904165405705,"{""tp"": 2497, ""time_maker"": 324, ""sl"": 134, ""time_taker"": 65}",deca54b59640,-0.06730230040472772,2512,-5.11795819766851,52.66934983907079
1.5,15,8.0,4.0,0.5,4,60,breakout,7276,0.4125893347993403,3002,-0.0006234470947063965,-5.057232019903782,2783,-0.8309673503944551,-1.8664436467726415,-0.8319796342757069,"{""tp"": 2216, ""time_maker"": 549, ""time_taker"": 166, ""sl"": 71}",60d3696fea33,-0.09769412548873194,2512,-4.041098596478435,34.905669593614356
1.5,15,8.0,4.0,1.0,1,15,dip,6725,0.24535315985130113,1650,-0.00033422363554599244,-1.6226368898793495,1630,-0.45442951349976546,-0.6429540354712715,-0.5010413650901144,"{""tp"": 931, ""time_maker"": 614, ""sl"": 55, ""time_taker"": 50}",c88a3d23e780,-0.033653752329158036,2512,-4.275679861559148,50.82897407949973
1.5,15,8.0,4.0,1.0,1,15,breakout,7276,0.15173172072567345,1104,-0.0005202119185150739,-2.2882488307799504,1104,-0.45470521990528334,-0.8390445076900557,-0.5155546496154725,"{""time_maker"": 524, ""tp"": 463, ""time_taker"": 102, ""sl"": 15}",00dba7c8f1be,-0.04391759674429037,2512,-6.014882019899061,82.91575271615014
1.5,15,8.0,4.0,1.0,1,60,dip,6725,0.4490706319702602,3020,-0.0005774249419770779,-4.0287793760153,2933,-0.8167495535976317,-1.4458019346714326,-0.8173707430976316,"{""tp"": 1531, ""time_maker"": 1249, ""time_taker"": 149, ""sl"": 91}",019f64cf7aa8,-0.07567673199342412,2512,-3.1278324524289256,31.340396998578242
1.5,15,8.0,4.0,1.0,1,60,breakout,7276,0.4125893347993403,3002,-0.000596750848890845,-4.677683174945629,2783,-0.8602549361674383,-1.8259669985119373,-0.8609247008881522,"{""time_maker"": 1584, ""tp"": 1017, ""time_taker"": 362, ""sl"": 39}",22e219176f3c,-0.09557548088813972,2512,-3.905807776702185,57.42360440671957
1.5,15,8.0,4.0,1.0,2,15,dip,6725,0.24535315985130113,1650,-2.7992864739136324e-05,-0.1297658356171485,1607,-0.10674679094829442,-0.06103509573672539,-0.3270003887699686,"{""tp"": 1108, ""time_maker"": 413, ""sl"": 74, ""time_taker"": 55}",8bfe4748e974,-0.003194722922618603,2512,-3.395552071242297,36.59464062620937
1.5,15,8.0,4.0,1.0,2,15,breakout,7276,0.15173172072567345,1104,-0.0004143106393230959,-1.693144457692318,1104,-0.3901175085953972,-0.6064060514916968,-0.5185789228741146,"{""tp"": 594, ""time_maker"": 385, ""time_taker"": 102, ""sl"": 23}",4f6e512975c2,-0.031740743415422705,2512,-3.72409621048211,74.6550227773158
1.5,15,8.0,4.0,1.0,2,60,dip,6725,0.4490706319702602,3020,-0.0002055459206756075,-1.3699471626439337,2860,-0.48885327659435107,-0.49566281881919527,-0.6366837267626477,"{""tp"": 1894, ""time_maker"": 868, ""time_taker"": 137, ""sl"": 121}",7c7cc4d8caae,-0.02594417769084656,2512,-1.9224145994717554,23.154218398632583
1.5,15,8.0,4.0,1.0,2,60,breakout,7276,0.4125893347993403,3002,-0.00045936365339250147,-3.447062671649718,2783,-0.7665875620809801,-1.318877257012322,-0.8225379566204143,"{""tp"": 1409, ""time_maker"": 1234, ""time_taker"": 306, ""sl"": 53}",54bd64608715,-0.06903319072804111,2512,-2.141435883325943,42.896839988982805
1.5,15,8.0,4.0,1.0,4,15,dip,6725,0.24535315985130113,1650,-2.3817044341841823e-05,-0.1017992474050759,1595,-0.10723666672172116,-0.04423491420064592,-0.33653078365223466,"{""tp"": 1234, ""time_maker"": 262, ""sl"": 103, ""time_taker"": 51}",5d796fd989b2,-0.0023153612306343633,2512,-3.575011963548647,36.79947921271358
1.5,15,8.0,4.0,1.0,4,15,breakout,7276,0.15173172072567345,1104,-0.00044435730645736614,-1.6340289470219425,1104,-0.41519825371758134,-0.6091875615153918,-0.5662389404787753,"{""tp"": 691, ""time_maker"": 293, ""time_taker"": 82, ""sl"": 38}",1f6e4ab2eea5,-0.03188633430415535,2512,-3.4120409847963336,56.72503093402634
1.5,15,8.0,4.0,1.0,4,60,dip,6725,0.4490706319702602,3020,-0.00014199935143909925,-0.828736464926698,2802,-0.3815420464528324,-0.2642184084454439,-0.5888287412563498,"{""tp"": 2169, ""time_maker"": 562, ""sl"": 173, ""time_taker"": 116}",dbce8b10a860,-0.013829823576905752,2512,-4.208983681466392,65.45395003513077
1.5,15,8.0,4.0,1.0,4,60,breakout,7276,0.4125893347993403,3002,-0.000394002331596021,-2.6914647123162467,2783,-0.7068978961038348,-1.0064738172068977,-0.8357982989152495,"{""tp"": 1731, ""time_maker"": 950, ""time_taker"": 241, ""sl"": 80}",e898316effc0,-0.05268124733867801,2512,-1.7660111385322428,27.323979635127994
1.5,15,8.0,4.0,2.0,1,15,dip,6725,0.24535315985130113,1650,-7.321960977819847e-05,-0.29616686103571094,1628,-0.14199869635486206,-0.07870669703951123,-0.45365504378050836,"{""time_maker"": 1016, ""tp"": 480, ""time_taker"": 92, ""sl"": 62}",e617690930c8,-0.0041196968098540536,2512,-2.525434726126011,34.30028062143381
1.5,15,8.0,4.0,2.0,1,15,breakout,7276,0.15173172072567345,1104,-0.0010248641675476653,-3.818090581334483,1104,-0.6916108721789215,-1.4444725412295374,-0.6926568210736087,"{""time_maker"": 780, ""tp"": 162, ""time_taker"": 145, ""sl"": 17}",a19d1184c3eb,-0.07560714836042187,2512,-4.138863903830819,61.05677000443247
1.5,15,8.0,4.0,2.0,1,60,dip,6725,0.4490706319702602,3020,-0.0004462068754707756,-2.6415616849502372,2923,-0.7425728651527743,-0.9291223534816527,-0.7434353267527742,"{""time_maker"": 1981, ""tp"": 691, ""time_taker"": 246, ""sl"": 102}",20048a6d793f,-0.04863248668256178,2512,-1.2068935711693252,27.81491901382391
1.5,15,8.0,4.0,2.0,1,60,breakout,7276,0.4125893347993403,3002,-0.0008176242068831904,-5.486539680990362,2783,-0.92128035450777,-2.202158882622896,-0.9216207230762596,"{""time_maker"": 2171, ""time_taker"": 464, ""tp"": 324, ""sl"": 43}",5ebcbb79a5cd,-0.11526626405093583,2512,-2.9696739262638676,51.91019483517643
1.5,15,8.0,4.0,2.0,2,15,dip,6725,0.24535315985130113,1650,0.0004099542043779035,1.5372088961189616,1593,0.7798572580205565,0.6172814396695427,-0.3730467467740928,"{""time_maker"": 758, ""tp"": 695, ""time_taker"": 113, ""sl"": 84}",eb0c200fcce1,0.03230998724939664,2512,-1.378487294169067,24.73221062429465
1.5,15,8.0,4.0,2.0,2,15,breakout,7276,0.15173172072567345,1104,-0.0007864139884714483,-2.4801932149330037,1104,-0.6058290033404112,-0.9845929892915886,-0.6201115270562267,"{""time_maker"": 655, ""tp"": 276, ""time_taker"": 146, ""sl"": 27}",7bbf13d91be1,-0.05153595246098276,2512,-3.872399797045367,61.99992339508237
1.5,15,8.0,4.0,2.0,2,60,dip,6725,0.4490706319702602,3020,0.00015762255033804142,0.850464997140976,2831,0.2358105778690056,0.2539631837386422,-0.5493765514670189,"{""time_maker"": 1546, ""tp"": 1093, ""time_taker"": 243, ""sl"": 138}",a8f159fd753e,0.013293040582597927,2513,-0.5841547860518977,17.52647844052683
1.5,15,8.0,4.0,2.0,2,60,breakout,7276,0.4125893347993403,3002,-0.000673817868971044,-4.06754860267236,2783,-0.8719534568752993,-1.6328073289925045,-0.8763916095380458,"{""time_maker"": 1925, ""tp"": 579, ""time_taker"": 437, ""sl"": 61}",9b0d4aa37da2,-0.08546504169753064,2512,-1.888538178766154,37.60356587069948
1.5,15,8.0,4.0,2.0,4,15,dip,6725,0.24535315985130113,1650,0.0005952943550933963,2.021477369013582,1569,1.0973352003469468,0.6882590017661744,-0.37954063768870083,"{""tp"": 873, ""time_maker"": 562, ""sl"": 117, ""time_taker"": 98}",7d86287e281e,0.03602512264624758,2512,-0.19859040546708334,33.84224125131631
1.5,15,8.0,4.0,2.0,4,15,breakout,7276,0.15173172072567345,1104,-0.0009874247116640757,-2.7515656318516353,1104,-0.689874777538931,-1.1380693607373025,-0.6951021098777341,"{""time_maker"": 542, ""tp"": 386, ""time_taker"": 130, ""sl"": 46}",a08bb8a90a6e,-0.059569272897685585,2512,-3.561954205996947,43.97707536406596
1.5,15,8.0,4.0,2.0,4,60,dip,6725,0.4490706319702602,3020,0.0003694193057555879,1.7204096957111983,2745,0.7242819443355222,0.44601727855694495,-0.5924577598618819,"{""tp"": 1473, ""time_maker"": 1131, ""time_taker"": 212, ""sl"": 204}",c7b6d8e8f330,0.023345611348528816,2513,-0.3541086931528037,37.7553053716817
1.5,15,8.0,4.0,2.0,4,60,breakout,7276,0.4125893347993403,3002,-0.0007192072013802608,-3.8490996098465393,2782,-0.8841867012500501,-1.4678784191951904,-0.8873943771910108,"{""time_maker"": 1599, ""tp"": 914, ""time_taker"": 396, ""sl"": 93}",93793688809f,-0.07683226800606686,2512,-1.8100318612286252,28.36035154920777
2.0,15,2.0,2.0,0.5,1,15,dip,17573,0.12729755875490809,2237,-0.0009187240681805378,-8.4249191394756,2170,-0.8594849969294256,-2.964992020937125,-0.8596099469294256,"{""tp"": 1505, ""sl"": 589, ""time_maker"": 134, ""time_taker"": 9}",fe92abbcf7f9,-0.1551947754047595,2512,-4.005926942645873,43.21262135550716
2.0,15,2.0,2.0,0.5,1,15,breakout,18589,0.06363978697078918,1183,-0.0010835052502531526,-5.646551442165215,1183,-0.7297489822245504,-2.0567993504121946,-0.7334658206199771,"{""tp"": 752, ""sl"": 249, ""time_maker"": 143, ""time_taker"": 39}",2ceccae007b7,-0.10765779839737545,2512,-4.864325988785,53.63379637354675
2.0,15,2.0,2.0,0.5,1,60,dip,17573,0.30740340294770385,5402,-0.0010795939254966745,-15.319263138461661,4885,-0.9938451939757076,-4.881326344683262,-0.9938451939757076,"{""tp"": 3402, ""sl"": 1364, ""time_maker"": 581, ""time_taker"": 55}",4e8ebd12bc0a,-0.25550029827770626,2512,-3.5135054752578663,43.4139882892679
2.0,15,2.0,2.0,0.5,1,60,breakout,18589,0.26252084566141265,4880,-0.0009226797788953566,-11.96729033911086,3938,-0.9784933517885168,-3.81053342339283,-0.9785108985853423,"{""tp"": 2773, ""time_maker"": 1038, ""sl"": 887, ""time_taker"": 182}",8b27626fc4d7,-0.19945243516333908,2512,-2.8758974052590447,27.13797843526058
2.0,15,2.0,2.0,0.5,2,15,dip,17573,0.12729755875490809,2237,-0.0008990608410745937,-8.14168061180989,2168,-0.8534054512106429,-2.8735156018061025,-0.8535356512106429,"{""tp"": 1570, ""sl"": 614, ""time_maker"": 47, ""time_taker"": 6}",bbc673cdb591,-0.15040668079215289,2512,-3.946020609217567,41.888976161312584
2.0,15,2.0,2.0,0.5,2,15,breakout,18589,0.06363978697078918,1183,-0.0010886066341422123,-5.517988697192601,1183,-0.7317840924607381,-2.023139931736335,-0.7364133595267988,"{""tp"": 806, ""sl"": 276, ""time_maker"": 78, ""time_taker"": 23}",0031c099b498,-0.10589598390183298,2512,-4.625242709056569,49.37201204956439
2.0,15,2.0,2.0,0.5,2,60,dip,17573,0.30740340294770385,5402,-0.0010668482711284051,-14.67337123241922,4877,-0.9936585066872927,-4.726458638559973,-0.9936585066872927,"{""tp"": 3659, ""sl"": 1479, ""time_maker"": 221, ""time_taker"": 43}",98a359670237,-0.24739415205554624,2512,-3.3475862245925327,39.6431864294033
2.0,15,2.0,2.0,0.5,2,60,breakout,18589,0.26252084566141265,4880,-0.0008905251924075054,-11.090861374604366,3938,-0.975649647192466,-3.5634691489125605,-0.9756695141047409,"{""tp"": 3181, ""sl"": 1039, ""time_maker"": 542, ""time_taker"": 118}",f69a9e1835fd,-0.1865204999953023,2512,-2.5321749332220564,26.88377463361565
2.0,15,2.0,2.0,0.5,4,15,dip,17573,0.12729755875490809,2237,-0.0009130242921866731,-8.220295004627769,2167,-0.8589266217257412,-2.9088892845592254,-0.8590520967257411,"{""tp"": 1593, ""sl"": 633, ""time_maker"": 8, ""time_taker"": 3}",b5c05c2c2e1c,-0.152258223970463,2512,-3.8931801649381232,40.75063374752254
2.0,15,2.0,2.0,0.5,4,15,breakout,18589,0.06363978697078918,1183,-0.0010488309050744086,-5.296600057078799,1183,-0.7188828541571675,-1.982082078716579,-0.724114798900296,"{""tp"": 849, ""sl"": 297, ""time_maker"": 25, ""time_taker"": 12}",d3d6c3e3d3cf,-0.10374691765375965,2512,-4.208629041798467,44.03731868806801
2.0,15,2.0,2.0,0.5,4,60,dip,17573,0.30740340294770385,5402,-0.001073053205632642,-14.488377810678706,4877,-0.9939220165524142,-4.665375241127383,-0.9939220165524142,"{""tp"": 3782, ""sl"": 1547, ""time_maker"": 59, ""time_taker"": 14}",4884ef707726,-0.24419690090661592,2512,-3.4793008552233533,40.209507963509026
2.0,15,2.0,2.0,0.5,4,60,breakout,18589,0.26252084566141265,4880,-0.000899931728369764,-10.793562349099961,3938,-0.9773095904917141,-3.5562787754437295,-0.977339148374144,"{""tp"": 3431, ""sl"": 1177, ""time_maker"": 207, ""time_taker"": 65}",afe49d961654,-0.18614413864670787,2512,-2.595021581725112,26.661658401836323
2.0,15,2.0,2.0,1.0,1,15,dip,17573,0.12729755875490809,2237,-0.0006776815100243141,-4.950691225429316,2150,-0.7706033168216389,-1.79889191019833,-0.7953714314837678,"{""tp"": 1179, ""sl"": 699, ""time_maker"": 332, ""time_taker"": 27}",bb54a276bf28,-0.09415830599518124,2512,-2.3640787103911385,32.86124037695756
2.0,15,2.0,2.0,1.0,1,15,breakout,18589,0.06363978697078918,1183,-0.0007311076699600444,-3.1849923763113974,1183,-0.5943776318341338,-1.1926310156921887,-0.607278614910119,"{""tp"": 545, ""time_maker"": 291, ""sl"": 289, ""time_taker"": 58}",128aa47bf392,-0.062425160443635615,2512,-2.2019562179128798,34.76392136595859
2.0,15,2.0,2.0,1.0,1,60,dip,17573,0.30740340294770385,5402,-0.000948304472910937,-11.062988391249416,4770,-0.9882314499630661,-3.606814051731879,-0.9882314499630661,"{""tp"": 2469, ""sl"": 1602, ""time_maker"": 1213, ""time_taker"": 118}",fb5a68306a10,-0.18878927590110023,2512,-1.7667702194347974,25.66831503994539
2.0,15,2.0,2.0,1.0,1,60,breakout,18589,0.26252084566141265,4880,-0.0007619251128748087,-8.335108390444773,3938,-0.9619817582496887,-2.9780149162201286,-0.9620434184431403,"{""time_maker"": 1804, ""tp"": 1777, ""sl"": 1019, ""time_taker"": 280}",69a4de0a817c,-0.15587642489801065,2512,-1.2520531136200213,19.572094815906528
2.0,15,2.0,2.0,1.0,2,15,dip,17573,0.12729755875490809,2237,-0.0006513400535808555,-4.608071092475482,2138,-0.7545753916647812,-1.6910006219528366,-0.7861291247591434,"{""tp"": 1305, ""sl"": 767, ""time_maker"": 145, ""time_taker"": 20}",fe96a248fa25,-0.08851101786450448,2512,-2.153151608140376,30.101355435615087
2.0,15,2.0,2.0,1.0,2,15,breakout,18589,0.06363978697078918,1183,-0.0007126186171141375,-2.939628692025713,1183,-0.5871386440633584,-1.0813000786265505,-0.6029773657027264,"{""tp"": 639, ""sl"": 339, ""time_maker"": 166, ""time_taker"": 39}",4d96287f10f0,-0.05659783286518156,2512,-1.044698652296631,39.76581861872002
2.0,15,2.0,2.0,1.0,2,60,dip,17573,0.30740340294770385,5402,-0.0008814862196248002,-9.695604684313617,4744,-0.9848082517504633,-3.1794529826561346,-0.9848211305183383,"{""tp"": 2914, ""sl"": 1821, ""time_maker"": 583, ""time_taker"": 84}",32232e0138fc,-0.16642017518730287,2512,-1.3115707337608304,21.508719753633308
2.0,15,2.0,2.0,1.0,2,60,breakout,18589,0.26252084566141265,4880,-0.0007275486898339156,-7.433900818619918,3938,-0.9563510398565537,-2.7239543140189832,-0.9565330191131876,"{""tp"": 2282, ""sl"": 1241, ""time_maker"": 1131, ""time_taker"": 226}",2aed236aae81,-0.1425782852000351,2512,-1.156568273152152,16.7702849557943
2.0,15,2.0,2.0,1.0,4,15,dip,17573,0.12729755875490809,2237,-0.0006952967871473501,-4.839409528874009,2137,-0.7757806425547229,-1.766168436755086,-0.7957460143455566,"{""tp"": 1368, ""sl"": 814, ""time_maker"": 46, ""time_taker"": 9}",bddd7377e0e3,-0.0924454811121373,2512,-2.1107362509880425,28.153032050907573
2.0,15,2.0,2.0,1.0,4,15,breakout,18589,0.06363978697078918,1183,-0.0007015616585721652,-2.840267592868512,1183,-0.5823751191165523,-1.0782535071304877,-0.6028224386018841,"{""tp"": 704, ""sl"": 374, ""time_maker"": 77, ""time_taker"": 28}",b078de237807,-0.05643836802488949,2512,-1.2270511498946752,37.8066828116373
2.0,15,2.0,2.0,1.0,4,60,dip,17573,0.30740340294770385,5402,-0.0008729567932907944,-9.333969061035994,4738,-0.9843497116935771,-3.067065088981055,-0.9843847543322272,"{""tp"": 3188, ""sl"": 1960, ""time_maker"": 211, ""time_taker"": 43}",3f664f286e9e,-0.16053752397139667,2512,-1.4608525703662356,21.36426174142726
2.0,15,2.0,2.0,1.0,4,60,breakout,18589,0.26252084566141265,4880,-0.0007608390518172143,-7.268576460174568,3935,-0.9611674262798214,-2.650261524270695,-0.9615987214512758,"{""tp"": 2701, ""sl"": 1477, ""time_maker"": 551, ""time_taker"": 151}",1fe13466c61c,-0.1387210282923686,2512,-1.3510093801355518,16.179201883935004
2.0,15,2.0,2.0,2.0,1,15,dip,17573,0.12729755875490809,2237,-0.0004851026556112732,-2.814321801053087,2134,-0.6884405946692327,-1.0841618630498748,-0.8172440482341252,"{""sl"": 788, ""time_maker"": 788, ""tp"": 592, ""time_taker"": 69}",3a402173ae42,-0.056747625508027956,2512,0.4874588807933867,39.50255522698219
2.0,15,2.0,2.0,2.0,1,15,breakout,18589,0.06363978697078918,1183,-0.0008924674158369259,-3.251838964840071,1183,-0.6700880897255841,-1.2122952718317164,-0.6957888084459203,"{""time_maker"": 520, ""sl"": 329, ""tp"": 230, ""time_taker"": 104}",cf49e661d899,-0.06345443465197265,2512,-1.454057455874798,44.11554974409047
2.0,15,2.0,2.0,2.0,1,60,dip,17573,0.30740340294770385,5402,-0.0008811756608003734,-8.579233138788577,4701,-0.9870280244041948,-3.0541018480578113,-0.9870280244041948,"{""time_maker"": 2349, ""sl"": 1755, ""tp"": 1054, ""time_taker"": 244}",db7e970b8ddd,-0.15985899693004404,2512,-1.059504214775207,28.53520011081377
2.0,15,2.0,2.0,2.0,1,60,breakout,18589,0.26252084566141265,4880,-0.0008044359158021688,-7.509720333680601,3938,-0.9598447104962446,-2.4165791209577954,-0.9599744090369555,"{""time_maker"": 2710, ""sl"": 1096, ""tp"": 629, ""time_taker"": 445}",05c539ef21c6,-0.12648953227413398,2512,0.6357844515642724,31.562374354667888
2.0,15,2.0,2.0,2.0,2,15,dip,17573,0.12729755875490809,2237,-0.0004442796303458753,-2.406245785767139,2112,-0.67912071354345,-0.9603691173972361,-0.8131422464832779,"{""sl"": 916, ""tp"": 791, ""time_maker"": 465, ""time_taker"": 65}",153723bcf673,-0.050268017056256276,2512,-0.15013085317610445,37.49602404071557
2.0,15,2.0,2.0,2.0,2,15,breakout,18589,0.06363978697078918,1183,-0.0009194914958903454,-3.0831390708204403,1182,-0.6858432661935274,-1.189526421563192,-0.7201921102620239,"{""sl"": 400, ""time_maker"": 375, ""tp"": 327, ""time_taker"": 81}",e6cfa24157c6,-0.062262658559930614,2512,-1.136930821160559,37.489354864476354
2.0,15,2.0,2.0,2.0,2,60,dip,17573,0.30740340294770385,5402,-0.0007853645173452959,-6.958980050290192,4632,-0.9827767507709686,-2.5505041916011595,-0.9851774841495781,"{""sl"": 2097, ""tp"": 1567, ""time_maker"": 1508, ""time_taker"": 230}",31e5d582c363,-0.1334994908550661,2512,-0.8306698241724758,34.002794870006376
2.0,15,2.0,2.0,2.0,2,60,breakout,18589,0.26252084566141265,4880,-0.0007999708057172361,-6.757953442117875,3932,-0.9581138640324177,-2.2283376634889605,-0.963770746803492,"{""time_maker"": 2111, ""sl"": 1385, ""tp"": 983, ""time_taker"": 401}",77017052e50e,-0.11663652406789034,2512,0.734032469215344,24.62423825532178
